source,source_id,title,summary,s_category,provider,region,target_group,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000121379,2026년 민관협력 오픈이노베이션 지원 상호 자율탐색형 수요기업 및 스타트업 모집공고,"<p>스타트업과 수요기업(대ㆍ중견기업ㆍ공공기관 등)간 협력을 통한 동반성장
지원을 위해「2026년 민관협력 오픈이노베이션지원」상호 자율탐색형에
참여할 수요기업 및 스타트업을 다음과 같이  모집합니다.</p><p><br></p><p>☞ 수요기업과 협업과제 추진을 희망하는 스타트업</p><p>- 수요기업 : 스타트업과 협업을 희망하는 대ㆍ중견기업ㆍ공공기관 등</p><p>- 스타트업 : ‘중소기업창업지원법’의 창업에 해당하는 기업</p><p>※ 창업 후 7년 이내 창업기업(창업(설립)일 기준 : 2019.4.29. ~ 2026.4.28.</p><p><br></p><p>☞ 스타트업 대상 수요기업과 협업과제 추진에 필요한 사업화 자금(과제별 최대 1억원) 및 후속 연계 지원</p>",경영,서울창조경제혁신센터,중소벤처기업부,중소기업,,,,,,,디자인/상품화/사업화,2026-04-28,2026-06-04,,"온라인 접수
- OI마켓 : https://oimarket.kr
- K-Startup : https://www.k-startup.go.kr
※ 자세한 신청방법 공고문 참조","온라인 접수
- OI마켓 : https://oimarket.kr
- K-Startup : https://www.k-startup.go.kr
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121379,main,primary,2026년민관협력오픈이노베이션지원상호자율탐색형수요기업및스타트업모집공고,서울창조경제혁신센터,2026-04-28~2026-06-04,경영,디자인/상품화/사업화
biz,PBLN_000000000121378,[경기] 김포시 2026년 소상공인 경영환경 개선사업 모집 공고,"<p>소상공인에 대한 1:1 현장 맞춤형 경영 컨설팅과 점포 내 환경개선을 통해 소상공인의 경영위기 극복 및 사업 경쟁력을 강화하고자 「2026년 김포시 소상공인 경영환경 개선사업」을 아래와 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 김포시 내 3년 이상 사업을 하고 있는 소상공인</p><p style=""line-height: 1.8;"">- 전년도 연매출액 3억원 미만 사업자</p><p><br></p><p style=""line-height: 1.8;"">☞ 상점 환경개선, 디지털 지원</p><p style=""line-height: 1.8;"">- 상점 환경개선 : 옥외광고물(LED간판, 판형(FLEX 등) 간판 등), 인테리어(도배, 도색, 바닥, 전기조명공사, 어닝, 썬팅 등) 지원</p><p style=""line-height: 1.8;"">- 디지털 : CCTV(CCTV기기ㆍ프로그램 구매), 키오스크 지원</p><div id=""hwpEditorBoardContent"" class=""hwp_editor_board_content"" data-hjsonver=""1.0"" data-jsonlen=""7920""><!--[data-hwpjson]{
""documentPr"": {
""di"": """",
""dp"": {
""dn"": ""test.hwp"",
""ta"": 1,
""d1"": 5,
""d2"": 0,
""dv"": 5,
""dr"": 1,
""do"": 1,
""vj"": ""1.0"",
""an"": ""Hancom Office Hangul"",
""av"": ""9, 1, 1, 5656"",
""ao"": ""WIN"",
""ab"": ""32"",
""ar"": ""LE"",
""as"": ""Windows_Unknown_Version""
},
""dis"": false,
""ds"": {
""ti"": """",
""la"": ""ko"",
""cr"": ""neowithnet"",
""su"": """",
""de"": """",
""cd"": ""2026-04-28T13:21:27.014Z"",
""md"": ""2026-04-28T13:21:27.022Z"",
""pd"": ""1601-01-01T09:00:00.000Z"",
""ke"": """"
}
},
""dh"": {
""do"": {
""pa"": 1,
""fo"": 1,
""en"": 1,
""pi"": 1,
""tb"": 1,
""eq"": 1
},
""fo"": [ ],
""cd"": {
""tp"": 0,
""lc"": {
""af"": false,
""ui"": false,
""fu"": false,
""dn"": false,
""ul"": false,
""el"": false,
""at"": false,
""tq"": false,
""da"": false,
""dw"": false,
""dj"": false,
""bc"": false,
""bu"": false,
""al"": false,
""ab"": false,
""ap"": false,
""an"": false,
""aa"": false,
""ds"": false,
""de"": false,
""as"": false,
""cp"": false,
""ao"": false,
""et"": false,
""ay"": false,
""am"": false,
""a1"": false,
""bt"": false,
""av"": false,
""dh"": false,
""dp"": false,
""d1"": false,
""mf"": false,
""bl"": false,
""ag"": false,
""dg"": false,
""ae"": false,
""df"": false,
""do"": false,
""dl"": false,
""di"": false,
""d2"": false,
""d3"": false,
""ob"": false,
""d4"": false,
""ev"": false,
""d5"": false,
""d6"": false,
""a2"": false,
""dc"": false
}
},
""ld"": {
""pa"": """",
""pi"": true,
""fo"": false
}
},
""bf"": {
""01DCD6C67B496AF00000005C"": {
""id"": 1,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": { }
},
""01DCD6C67B496AF00000005D"": {
""id"": 2,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": {
""wb"": {
""fc"": 4294967295,
""hc"": 4278190080,
""al"": 0,
""hs"": -1
}
}
},
""01DCD6C67B496AF00000005E"": {
""id"": 3,
""td"": false,
""sh"": false,
""st"": 0,
""sc"": 0,
""si"": false,
""bt"": 0,
""bi"": false,
""cl"": 0,
""bc"": false,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""rt"": 0,
""rw"": 0,
""rc"": 0,
""tt"": 0,
""tw"": 0,
""tc"": 0,
""bbt"": 0,
""bbw"": 0,
""bbc"": 0,
""dt"": 1,
""dw"": 0,
""dc"": 0,
""fi"": {
""wb"": {
""fc"": 4294967295,
""hc"": 0,
""al"": 0,
""hs"": -1
}
}
}
},
""cp"": {
""01DCD6C67B496AF00000005F"": {
""id"": 0,
""he"": 1000,
""tc"": 0,
""sc"": 4294967295,
""uf"": false,
""uk"": false,
""sm"": 0,
""bf"": ""01DCD6C67B496AF00000005E"",
""f1"": ""바탕"",
""t1"": 1,
""f2"": ""바탕"",
""t2"": 1,
""f3"": ""바탕"",
""t3"": 1,
""f4"": ""바탕"",
""t4"": 1,
""f5"": ""바탕"",
""t5"": 1,
""f6"": ""바탕"",
""t6"": 1,
""f7"": ""바탕"",
""t7"": 1,
""r1"": 100,
""r2"": 100,
""r3"": 100,
""r4"": 100,
""r5"": 100,
""r6"": 100,
""r7"": 100,
""s1"": 0,
""s2"": 0,
""s3"": 0,
""s4"": 0,
""s5"": 0,
""s6"": 0,
""s7"": 0,
""e1"": 100,
""e2"": 100,
""e3"": 100,
""e4"": 100,
""e5"": 100,
""e6"": 100,
""e7"": 100,
""o1"": 0,
""o2"": 0,
""o3"": 0,
""o4"": 0,
""o5"": 0,
""o6"": 0,
""o7"": 0,
""it"": false,
""bo"": false,
""ut"": 0,
""us"": 1,
""uc"": 0,
""st"": false,
""ss"": 1,
""so"": 0,
""ot"": 0,
""ht"": 0,
""hc"": 0,
""hx"": 0,
""hy"": 0,
""em"": false,
""en"": false,
""su"": false,
""sb"": false
},
""01DCD6C67B496AF000000060"": {
""id"": 1,
""he"": 1200,
""tc"": 0,
""sc"": 4294967295,
""uf"": false,
""uk"": false,
""sm"": 0,
""bf"": ""01DCD6C67B496AF00000005E"",
""f1"": ""휴먼명조"",
""t1"": 1,
""f2"": ""휴먼명조"",
""t2"": 1,
""f3"": ""휴먼명조"",
""t3"": 1,
""f4"": ""휴먼명조"",
""t4"": 1,
""f5"": ""휴먼명조"",
""t5"": 1,
""f6"": ""휴먼명조"",
""t6"": 1,
""f7"": ""휴먼명조"",
""t7"": 1,
""r1"": 100,
""r2"": 100,
""r3"": 100,
""r4"": 100,
""r5"": 100,
""r6"": 100,
""r7"": 100,
""s1"": 0,
""s2"": 0,
""s3"": 0,
""s4"": 0,
""s5"": 0,
""s6"": 0,
""s7"": 0,
""e1"": 100,
""e2"": 100,
""e3"": 100,
""e4"": 100,
""e5"": 100,
""e6"": 100,
""e7"": 100,
""o1"": 0,
""o2"": 0,
""o3"": 0,
""o4"": 0,
""o5"": 0,
""o6"": 0,
""o7"": 0,
""it"": false,
""bo"": true,
""ut"": 0,
""us"": 1,
""uc"": 0,
""st"": false,
""ss"": 1,
""so"": 0,
""ot"": 0,
""ht"": 0,
""hc"": 0,
""hx"": 0,
""hy"": 0,
""em"": false,
""en"": false,
""su"": false,
""sb"": false
},
""01DCD6C67B496AF000000061"": {
""id"": 2,
""he"": 1200,
""tc"": 0,
""sc"": 4294967295,
""uf"": false,
""uk"": false,
""sm"": 0,
""bf"": ""01DCD6C67B496AF00000005E"",
""f1"": ""휴먼명조"",
""t1"": 1,
""f2"": ""휴먼명조"",
""t2"": 1,
""f3"": ""휴먼명조"",
""t3"": 1,
""f4"": ""휴먼명조"",
""t4"": 1,
""f5"": ""휴먼명조"",
""t5"": 1,
""f6"": ""휴먼명조"",
""t6"": 1,
""f7"": ""휴먼명조"",
""t7"": 1,
""r1"": 100,
""r2"": 100,
""r3"": 100,
""r4"": 100,
""r5"": 100,
""r6"": 100,
""r7"": 100,
""s1"": 0,
""s2"": 0,
""s3"": 0,
""s4"": 0,
""s5"": 0,
""s6"": 0,
""s7"": 0,
""e1"": 100,
""e2"": 100,
""e3"": 100,
""e4"": 100,
""e5"": 100,
""e6"": 100,
""e7"": 100,
""o1"": 0,
""o2"": 0,
""o3"": 0,
""o4"": 0,
""o5"": 0,
""o6"": 0,
""o7"": 0,
""it"": false,
""bo"": false,
""ut"": 0,
""us"": 1,
""uc"": 0,
""st"": false,
""ss"": 1,
""so"": 0,
""ot"": 0,
""ht"": 0,
""hc"": 0,
""hx"": 0,
""hy"": 0,
""em"": false,
""en"": false,
""su"": false,
""sb"": false
}
},
""tp"": {
""01DCD6C67B496AF000000062"": {
""id"": 0,
""al"": false,
""ar"": false,
""tp"": [ ]
}
},
""nu"": { },
""bu"": { },
""pp"": {
""01DCD6C67B496AF000000063"": {
""id"": 0,
""ah"": 0,
""av"": 0,
""ht"": 0,
""hi"": """",
""hl"": 0,
""tp"": ""01DCD6C67B496AF000000062"",
""kb"": 0,
""kn"": true,
""ko"": false,
""kk"": false,
""kl"": false,
""kp"": false,
""kw"": 0,
""co"": 0,
""fl"": false,
""st"": false,
""sl"": false,
""ae"": false,
""aa"": false,
""mi"": 0,
""ml"": 0,
""mr"": 0,
""mp"": 0,
""mn"": 0,
""lt"": 0,
""lv"": 160,
""bf"": ""01DCD6C67B496AF00000005D"",
""bl"": 0,
""br"": 0,
""bt"": 0,
""bb"": 0,
""bc"": false,
""bi"": false
},
""01DCD6C67B496AF000000064"": {
""id"": 1,
""ah"": 1,
""av"": 0,
""ht"": 0,
""hi"": """",
""hl"": 0,
""tp"": ""01DCD6C67B496AF000000062"",
""kb"": 0,
""kn"": true,
""ko"": false,
""kk"": false,
""kl"": false,
""kp"": false,
""kw"": 0,
""co"": 0,
""fl"": false,
""st"": false,
""sl"": false,
""ae"": false,
""aa"": false,
""mi"": 0,
""ml"": 600,
""mr"": 600,
""mp"": 0,
""mn"": 0,
""lt"": 0,
""lv"": 130,
""bf"": ""01DCD6C67B496AF00000005D"",
""bl"": 0,
""br"": 0,
""bt"": 0,
""bb"": 0,
""bc"": false,
""bi"": false
}
},
""st"": {
""01DCD6C67B496AF000000065"": {
""id"": 0,
""ty"": 0,
""na"": ""바탕글"",
""en"": ""Normal"",
""pp"": ""01DCD6C67B496AF000000063"",
""cp"": ""01DCD6C67B496AF00000005F"",
""ns"": ""01DCD6C67B496AF000000065"",
""li"": 1042,
""lf"": false
}
},
""mp"": { },
""ro"": {
""hp"": ""01DCD6C67B496AF00000005B"",
""01DCD6C67B496AF00000005B"": {
""np"": """",
""id"": 0,
""pp"": ""01DCD6C67B496AF000000064"",
""si"": ""01DCD6C67B496AF000000065"",
""bf"": 3,
""ru"": [
{
""cp"": ""01DCD6C67B496AF000000060"",
""ch"": [
{
""cc"": 2,
""ci"": 1936024420,
""co"": ""01DCD6C67B496AF000000059""
}
,
{
""cc"": 2,
""ci"": 1668246628,
""co"": ""01DCD6C67B496AF00000005A""
}
,
{
""t"": ""옥외광고물""
}
]
}
,
{
""cp"": ""01DCD6C67B496AF000000061"",
""ch"": [
{
""t"": "" : LED간판, 판형(FLEX 등) 간판 등""
}
]
}
]
}
},
""sl"": { },
""cs"": {
""01DCD6C67B496AF000000059"": {
""cc"": 2,
""ci"": 1936024420,
""td"": 0,
""tv"": false,
""sc"": 1134,
""ts"": 8000,
""ms"": """",
""os"": """",
""gl"": 0,
""gc"": 0,
""gw"": false,
""ns"": 0,
""np"": 0,
""ni"": 0,
""nt"": 0,
""ne"": 0,
""hh"": false,
""hf"": false,
""hm"": false,
""fb"": false,
""hb"": false,
""fi"": false,
""hi"": false,
""hp"": false,
""he"": false,
""sl"": false,
""lr"": 0,
""lc"": 0,
""ld"": 0,
""ls"": 0,
""pp"": {
""ls"": false,
""wi"": 59528,
""he"": 84188,
""gt"": 0,
""ml"": 8504,
""mr"": 8504,
""mt"": 5668,
""mb"": 4252,
""mh"": 4252,
""mf"": 4252,
""mg"": 0
},
""fn"": {
""at"": 0,
""au"": """",
""ap"": """",
""ac"": "")"",
""as"": false,
""ll"": -1,
""lt"": 1,
""lw"": 1,
""lc"": 0,
""sa"": 850,
""sb"": 567,
""st"": 283
,
""nt"": 0,
""nn"": 1,
""pp"": 0,
""pb"": false
},
""en"": {
""at"": 0,
""au"": """",
""ap"": """",
""ac"": "")"",
""as"": false,
""ll"": 0,
""lt"": 1,
""lw"": 1,
""lc"": 0,
""sa"": 850,
""sb"": 567,
""st"": 0
,
""nt"": 0,
""nn"": 1,
""pp"": 0,
""pb"": false
},
""pb"": [
{
""ty"": 0,
""bf"": ""01DCD6C67B496AF00000005C"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
},
{
""ty"": 1,
""bf"": ""01DCD6C67B496AF00000005C"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
},
{
""ty"": 2,
""bf"": ""01DCD6C67B496AF00000005C"",
""tb"": true,
""hi"": false,
""fi"": false,
""fa"": 0,
""ol"": 1417,
""or"": 1417,
""ot"": 1417,
""ob"": 1417
}
],
""mp"": [ ]
}
,
""01DCD6C67B496AF00000005A"": {
""cc"": 2,
""ci"": 1668246628,
""ty"": 0,
""la"": 0,
""co"": 1,
""ss"": true,
""sg"": 0,
""lt"": 0,
""lw"": 0,
""lc"": 0,
""cs"": [ ]
}
},
""bi"": [ ],
""bidt"": { }
}--></div>",경영,한국생산성본부,경기도,소상공인,,,,,,,시설/입지지원,2026-05-18,2026-05-22,,"방문 및 우편 접수
- 현장 접수처 : 경기 김포시 사우중로 100 김포시 종합사회복지관 4층 문화복지터5
- 우편 접수처 : (03170) 서울특별시 종로구 새문안로 5가길 32, 9층 한국생산성본부 상생협력센터
※ 현장 접수처는 방문 접수만, 우편 접수처는 우편 접수만 가능합니다.","방문 및 우편 접수
- 현장 접수처 : 경기 김포시 사우중로 100 김포시 종합사회복지관 4층 문화복지터5
- 우편 접수처 : (03170) 서울특별시 종로구 새문안로 5가길 32, 9층 한국생산성본부 상생협력센터
※ 현장 접수처는 방문 접수만, 우편 접수처는 우편 접수만 가능합니다.",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121378,main,primary,경기김포시2026년소상공인경영환경개선사업모집공고,한국생산성본부,2026-05-18~2026-05-22,경영,시설/입지지원
biz,PBLN_000000000121377,2026년 제1차 고용노동부 예비사회적기업 지정 계획 공고,"<p>우리 사회의 다양하고 혁신적인 사회적기업을 육성하기 위한 고용노동부 예비사회적기업 지정 계획을 다음과 같이 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ (예비)사회적기업으로 진입하고자 하는 일반 기업</p><p style=""line-height: 1.8;"">-「사회적기업 육성법」제8조 및 같은 법 시행령 제8조에 따른 조직 형태를 갖춘 기업</p><p style=""line-height: 1.8;"">-「민법」상 법인ㆍ조합,「상법」상 회사 등 법률에 따른 법인</p><p style=""line-height: 1.8;"">-「비영리민간단체지원법」등에 따른 비영리민간단체</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p>☞ (예비)사회적기업 지정 지원</p>",기타,한국사회적기업진흥원,고용노동부,중소기업,,,,,,,제도,2026-05-04,2026-05-22,,"온라인 접수 (통합사업관리시스템)
- 서식별, 구비서류별 정리 및 PDF로(200dpi) 저장하여 신청
※ 시스템 전산관련 오류 발생할 경우 1661-4006으로 문의","온라인 접수 (통합사업관리시스템)
- 서식별, 구비서류별 정리 및 PDF로(200dpi) 저장하여 신청
※ 시스템 전산관련 오류 발생할 경우 1661-4006으로 문의",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121377,main,primary,2026년제1차고용노동부예비사회적기업지정계획공고,한국사회적기업진흥원,2026-05-04~2026-05-22,기타,제도
biz,PBLN_000000000121376,2026년 제2회 신기술(NET)인증 유효기간 연장신청 접수 공고,"<p>「산업기술혁신 촉진법」제15조의2, 동법 시행령 제18조 내지 제18조의3 및 동법시행규칙 제2조 또는 제2조의3에 따라 2026년 제2회 신기술(NET)인증 유효기간 연장신청 접수를 공고합니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 신기술을 인증받고자 하는 기관의 장(기업, 출연(연), 대학 등)<br></p><p style=""line-height: 1.8;"">※ 자세한 신청대상 공고문 참조</p><p><br></p><p>☞ 신기술(NET) 인증 지원</p>",기술,국가기술표준원,산업통상부,중소기업,,,,,,,시험/인증,2026-05-22,2026-06-22,,온라인 접수 (NET마크 홈페이지),온라인 접수 (NET마크 홈페이지),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121376,main,primary,2026년제2회신기술net인증유효기간연장신청접수공고,국가기술표준원,2026-05-22~2026-06-22,기술,시험/인증
biz,PBLN_000000000121375,[부산] 2026년 콘텐츠아카데미 일자리 지원사업 공고,"<p>부산정보산업진흥원에서는 지역 내 게임 기업을 대상으로 「2026 부산콘텐츠아카데미 일자리 지원사업」을 다음과 같이 추진하오니, 관심 있는 기업의 많은 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 게임 프로젝트를 개발 중인 기업</p><p style=""line-height: 1.8;"">- 공고일 기준, 부산에 본사 또는 지사를 두고 사업자등록 6개월 이상인 기업</p><p style=""line-height: 1.8;"">- 4대보험 가입 사업장으로, 국세 및 지방세 체납이 없는 사업장</p><p style=""line-height: 1.8;"">- 공고일 기준 사업자등록증상 ‘게임’ 관련 종목 포함 기업</p><p style=""line-height: 1.8;"">- 온라인 채용 플랫폼 ‘부산게임인’에 등록된 기업 및 근로자</p><p><br></p><p>☞ 신규 채용 인력 월 인건비 최대 180만원 지원</p>",인력/일자리,부산정보산업진흥원,부산광역시,중소기업,,,,,,,고용환경개선,2026-04-27,2026-05-08,,이메일 접수 (organix@bipa.kr),이메일 접수 (organix@bipa.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121375,main,primary,부산2026년콘텐츠아카데미일자리지원사업공고,부산정보산업진흥원,2026-04-27~2026-05-08,인력,고용환경개선
biz,PBLN_000000000121374,[부산] 2026년 가상증강현실 융복합센터 마케팅 지원 사업 참여기업 모집 공고,"<p>부산정보산업진흥원에서는 부산 가상융합산업 분야 기업의 시장 경쟁력 강화와 매출 증대를 위해  「2026년 부산 가상증강현실 융복합센터 마케팅 지원」사업의 참여기업을 아래와 같이 모집하오니, 관련 기업들의 많은 관심과 참여 바랍니다.</p><p><br></p><p>☞ 공고일 기준 본사 소재지가 부산인 가상융합산업 관련 법인 및 개인 사업자</p><p><br></p><p style=""line-height: 1.8;"">☞ 홍보 및 전시회 참가 등의 마케팅 비용(기업당 최대 8백만원) 지원</p><p style=""line-height: 1.8;"">- 홍보 및 광고, 전시회 참가, 디자인 제작, 특허, 지재권 등록 등</p>",판로/수출,부산정보산업진흥원,부산광역시,중소기업,,,,,,,홍보지원,2026-04-23,2026-05-07,,"이메일 접수 (jangjiwon@bipa.kr)
※ 자세한 신청방법 공고문 참조","이메일 접수 (jangjiwon@bipa.kr)
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121374,main,primary,부산2026년가상증강현실융복합센터마케팅지원사업참여기업모집공고,부산정보산업진흥원,2026-04-23~2026-05-07,내수,홍보지원
biz,PBLN_000000000121372,[제주] 2026년 지역특화콘텐츠 개발지원사업 참여기업 모집 재공고,"<p>(재)제주콘텐츠진흥원은 문화체육관광부ㆍ한국콘텐츠진흥원ㆍ제주특별자치도의 지원으로 제주 특화 소재를 활용한「2026 제주 지역특화콘텐츠 개발지원사업」을 다음과 같이 공고하오니 많은 관심과 참여 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 제주특별자치도 소재 콘텐츠 기업(필요시 컨소시엄(주간1, 참여1) 구성 가능)</p><p style=""line-height: 1.8;"">※ 자세한 지원대상 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 제주 관광시장 기반 융합관광콘텐츠 개발지원</p><p style=""line-height: 1.8;"">- 탐라역사문화권에 속하는 역사, 문화유산, 인물, 자연, 설화 등의 특화 소재를 원천소스로 하여 제주도 관광시장에 적용할 수 있는 융합관광콘텐츠 개발 지원</p><p style=""line-height: 1.8;"">- 제주관광시장 목표 콘텐츠 개발 및 실증(초기사업화), 사업모델 업그레이드 지원</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",경영,제주콘텐츠진흥원,문화체육관광부,중소기업,,,,,,,디자인/상품화/사업화,2026-04-23,2026-05-07,,"방문 및 온라인 접수
- 접수처 : 제주콘텐츠진흥원 2층 콘텐츠육성팀 제주시 신산로 82
- 온라인 : e나라도움
※ e나라도움을 통한 온라인 접수 후, 제출서류를 순서대로 사무용 집게로 철하여 방문 접수
※ 각 제출서류 및 기타 시청각 참고자료 등을 압축하여 1개의 파일을 USB로 제출 ","방문 및 온라인 접수
- 접수처 : 제주콘텐츠진흥원 2층 콘텐츠육성팀 제주시 신산로 82
- 온라인 : e나라도움
※ e나라도움을 통한 온라인 접수 후, 제출서류를 순서대로 사무용 집게로 철하여 방문 접수
※ 각 제출서류 및 기타 시청각 참고자료 등을 압축하여 1개의 파일을 USB로 제출 ",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121372,main,primary,제주2026년지역특화콘텐츠개발지원사업참여기업모집재공고,제주콘텐츠진흥원,2026-04-23~2026-05-07,경영,디자인/상품화/사업화
biz,PBLN_000000000121371,[대전] 2026년 글로벌 PoC 연계 고도화 지원사업 참여기업 모집 공고,"<p>(재)창조경제혁신센터에서는 창업생태계 조성 및 스타트업파크 운영 사업의 일환으로「2026년 글로벌 PoC연계 고도화 지원사업」에 참여할 창업기업을 다음과 같이 모집하오니 지역 내 유망 창업기업의 많은 관심과 적극적인 참여를 바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 대전 지역 소재(본사) 창업 7년 이내 창업기업</p><p style=""line-height: 1.8;"">-  글로벌 기업(기관)과 협력 진행 중이거나, 협력 가능 기술ㆍ비즈니스 모델 보유 기업</p><div><br></div><p style=""line-height: 1.8;"">☞ 사업화 자금지원</p><p style=""line-height: 1.8;"">- 스타트업의 글로벌 현지화 비용에 한하여 지원(현지 실증 테스트 비용, 파일럿 제품 제작비, 현지 데이터 수집ㆍ검증 비용 등)</p>",경영,대전창조경제혁신센터,대전광역시,중소기업,,,,,,,디자인/상품화/사업화,2026-05-04,2026-05-11,,이메일 접수(kim@ccei.kr),이메일 접수(kim@ccei.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121371,main,primary,대전2026년글로벌poc연계고도화지원사업참여기업모집공고,대전창조경제혁신센터,2026-05-04~2026-05-11,경영,디자인/상품화/사업화
biz,PBLN_000000000121370,2026년 2차 오픈이노베이션 플랫폼 지원사업 참여기업 모집 연장 공고,"<p>전남창조경제혁신센터는 대ㆍ중견기업과 스타트업의 협업 프로젝트를 통한 혁신성장을 도모하기 위하여 오픈이노베이션 플랫폼 프로그램에 참여할 스타트업을 다음과 같이 모집하오니 많은 관심과 참여를 바랍니다.</p><p><br></p><p>☞ 공고일 기준 수요분야 관련 기술 및 솔루션을 보유한 기업</p><p><br></p><p style=""line-height: 1.8;"">☞ 대ㆍ중견기업 사업 부서 밋업 연계, 사업화(PoC) 지원금, 전남창조경제혁신센터 직ㆍ간접 투자 연계 검토 등 지원</p><p style=""line-height: 1.8;"">- 사업화(PoC) 지원금 : 1개社 당 최대 20,000천원 내외</p>",창업,전남창조경제혁신센터,전라남도,창업벤처,,,,,,,사업화지원,2026-04-22,2026-05-08,,"이메일 접수 (jnoi@ccei.kr)
※ 메일 제출 후 유선으로 제출 여부 확인 必","이메일 접수 (jnoi@ccei.kr)
※ 메일 제출 후 유선으로 제출 여부 확인 必",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121370,main,primary,2026년2차오픈이노베이션플랫폼지원사업참여기업모집연장공고,전남창조경제혁신센터,2026-04-22~2026-05-08,창업,사업화지원
biz,PBLN_000000000121369,[부산] 2026년 지역기업 성장사다리 지원사업 통합 공고,"<p>2026년 중소벤처기업부와 부산시가 지원하는 지역기업 성장사다리 지원사업 수행자로 지정된 부산테크노파크에서 지원대상별 지원 프로그램을 안내하오니, 지원 프로그램별 참여를 희망하는 부산 지역 중소기업의 많은 신청바랍니다.</p><p><br></p><p style=""line-height: 1.8;"">☞ 사업자등록증 상 본사가 부산지역 내 소재하며, 부산지역 주력산업 분야 KSIC 코드 (붙임 참고) 보유 중소기업</p><p style=""line-height: 1.8;"">※ 지원대상별 요건이 상이하므로 자세한 사항 공고문 참조</p><p><br></p><p style=""line-height: 1.8;"">☞ 초기ㆍ잠재기업, 예비선도(스타)기업, 지역혁신 선도기업, 초광역 선도기업 지원 프로그램</p><p style=""line-height: 1.8;"">- 시제품제작, 인증, 특허, 제품고급화 등</p><p style=""line-height: 1.8;"">※ 자세한 지원내용 공고문 참조</p>",경영,부산테크노파크,중소벤처기업부,중소기업,,,,,,,디자인/상품화/사업화,2026-04-22,2026-05-08,,"온라인 접수 (기업지원사업 관리시스템)
※ 자세한 신청방법 공고문 참조","온라인 접수 (기업지원사업 관리시스템)
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121369,main,primary,부산2026년지역기업성장사다리지원사업통합공고,부산테크노파크,2026-04-22~2026-05-08,경영,디자인/상품화/사업화
